korean,pronunciation,hanja,part_of_speech,definition,english
신변잡기,신변잡끼,身邊雜記,명사,자신의 주변에서 일어나는 여러 가지 일들을 적은 글. 또는 그런 이야기.,personal affairs
신병,신병,新兵,명사,새로 입대한 군인.,new recruit
신봉,신ː봉,信奉,명사,사상이나 종교 등을 옳다고 믿고 받듦.,belief
신봉자,신ː봉자,信奉者,명사,사상이나 종교 등을 옳다고 믿고 받드는 사람.,believer; adherent; follower
신분제,신분제,身分制,명사,사람을 특정한 기준에 따라 등급을 나누어 사회적 역할과 대우를 차별화한 제도.,caste system
신붓감,신부깜/신붇깜,新婦감,명사,신부가 될 만한 여자. 또는 앞으로 신부가 될 여자.,potential bride
신비감,신비감,神祕感,명사,보통의 생각으로는 이해할 수 없는 놀랍고 신기한 느낌.,mystery
신비주의,신비주의/신비주이,神祕主義,명사,"신이나 절대자 등 초월적 존재를 직접적, 내면적으로 체험하려고 하는 종교나 철학 사상.",mysticism
신비화,신비화,神祕化,명사,보통의 생각으로는 이해할 수 없을 만큼 놀랍고 신기한 것으로 되게 함.,mystification
신빙성,신ː빙썽,信憑性,명사,믿어서 근거나 증거로 삼을 수 있는 정도나 성질.,credibility; reliability
신사복,신ː사복,紳士服,명사,성인 남자들이 입는 정장.,suit; men's wear
신사임당,신사임당,申師任堂,명사,조선 시대의 여류 서화가(1504~1551). 율곡 이이의 어머니로 시문과 그림에 뛰어났다. 현모양처의 본보기로 존경받고 있다.,Sin Saimdang
신사적,신ː사적,紳士的,관형사,태도가 점잖고 교양이 있으며 예의 바른.,gentle
신사화,신ː사화,紳士靴,명사,성인 남자들이 신는 구두.,men's dress shoes
신상명세서,신상명세서,身上明細書,명사,개인의 경력과 상황을 자세하게 적은 문서.,personal details report
신새벽,,,명사,→ 첫새벽,
신생,신생,新生,명사,단체나 조직 등이 새로 생김.,newborn
신생국,신생국,新生國,명사,역사가 짧거나 새로 독립한 국가.,new nation
신생대,신생대,新生代,명사,지질 시대 가운데 가장 최근의 시대.,Cenozoic era
신생아,신생아,新生兒,명사,태어난 지 얼마 되지 않은 아이.,newborn
신석기,신석끼,新石器,명사,돌을 갈아서 만든 도구나 무기.,neolith
신선,신선,神仙,명사,"현실 세계를 떠나 도를 닦으며 사는, 신기한 능력을 가지고 있다는 상상의 사람.",hermit
신선놀음,신선놀음,神仙놀음,명사,해야 할 일을 잊고 놀이에 열중하거나 휴식을 취함.,relaxing
신선미,신선미,新鮮味,명사,새롭고 산뜻한 맛이나 기분.,freshness
신성,신성,神聖,명사,함부로 가까이할 수 없을 만큼 귀하고 위대함.,being sacred; being holy
신성불가침,신성불가침,神聖不可侵,명사,존재나 가치가 귀하고 위대하여 함부로 침범할 수 없음.,sacrosanctity; inviolability
신세계,신세계/신세게,新世界,명사,새롭게 생활하거나 활동하는 장소. 또는 새로운 경치.,new world; new view
신세대적,신세대적,新世代的,명사,새로운 문화를 쉽게 받아들이고 개성이 뚜렷한 세대와 같은 것.,being of the new generation
신세타령,신세타령,身世타령,명사,자신의 어려운 처지를 늘어놓는 일. 또는 그런 이야기.,hard-luck story
신소설,신소설,新小說,명사,"개화기에 계몽, 자유 연애, 독립, 계급 타파 등의 주제를 주로 다룬 소설.",sinsoseol
신소재,신소재,新素材,명사,이전에 없던 뛰어난 특성을 지닌 재료.,new material
신속성,신ː속썽,迅速性,명사,일 처리나 행동 등이 매우 빠른 성질.,quickness; rapidity; swiftness
신수,신수,身手,명사,사람의 얼굴이나 외모.,look; appearance
신식,신식,新式,명사,새로운 방식이나 형식.,new type
신신당부,신신당부,申申當付,명사,계속해서 간절히 부탁함.,entreating
신실,신ː실,信實,명사,믿음직하고 착실함.,sincerity; honesty; faithfulness
신앙심,시ː낭심,信仰心,명사,신을 믿고 따르며 받드는 마음.,piety; devotion
신어,시너,新語,명사,새로 생긴 말.,neologism; new coinage
신열,시녈,身熱,명사,병이 나서 몸에 나는 열.,fever
신예,시녜,新銳,명사,기능이나 기술이 뛰어남. 또는 그런 사람이나 물건.,being new and outstanding
신원,시눤,身元,명사,개인의 평소 행실이나 직업 등과 같은 정보.,identity
신인왕,시니놩,新人王,명사,프로 경기에서 그 시즌의 신인 선수들 중에 가장 뛰어난 선수. 또는 그 선수에게 주는 상.,rookie king
신작,신작,新作,명사,새로 작품을 만듦. 또는 그 작품.,new work
신작로,신장노,新作路,명사,자동차가 다닐 수 있을 만큼 넓게 새로 만든 길.,new road; new highway
신장개업,신장개업,新裝開業,명사,가게나 식당 등을 새로 차려서 영업을 시작함.,opening; starting
신장염,신ː장념,腎臟炎,명사,콩팥에 생기는 염증.,nephritis
신적,신쩍,神的,명사,신다운 성질이 있는 것.,divineness
신전,신전,神殿,명사,신을 모신 건물.,temple; shrine
신정,신정,新正,명사,양력 1월 1일에 쇠는 설.,sinjeong
신조,신ː조,信條,명사,굳게 믿어 지키고 있는 생각.,creed; belief
신조어,신조어,新造語,명사,새로 생긴 말.,neologism; new coinage
신주,신주,神主,명사,"죽은 사람의 이름을 적고 사당이나 절에 두는, 나무로 만든 패.",spirit tablet; memorial tablet; ancestral tablet
신진,신진,新進,명사,어떤 사회나 분야에 새로 나섬. 또는 그런 사람.,being rising; being emerging; rising star
신짝,신짝,,명사,신발의 한 짝.,shoe
신차,신차,新車,명사,새로 나온 차.,new car
신참,신참,新參,명사,단체나 집단에 새로 참가하거나 들어옴. 또는 그런 사람.,newcomer
신청인,신청인,申請人,명사,어떤 일을 해 줄 것을 정식으로 요구하는 사람.,applicant; petitioner; claimant
신청자,신청자,申請者,명사,어떤 일을 해 줄 것을 정식으로 요구하는 사람.,applicant; petitioner; claimant
신체검사,신체검사,身體檢査,명사,건강 상태를 알기 위하여 몸을 검사하는 일.,physical examination; medical checkup
신체발부,신체발부,身體髮膚,명사,사람의 몸 전체.,body
신체장애,신체장애,身體障礙,명사,몸의 일부가 정상적으로 기능하지 못하는 상태.,physical disability; physical handicap
신체장애자,신체장애자,身體障礙者,명사,몸의 일부가 정상적으로 기능하지 못하는 사람.,physically handicapped person; disabled person
신체제,신체제,新體制,명사,개혁 등으로 이루어진 새로운 조직 체계와 질서.,new order; new system
신축,신축,新築,명사,건물을 새로 지음.,new construction
신춘,신춘,新春,명사,겨울이 지나고 돌아오는 첫봄.,early spring
신춘문예,신춘문예,新春文藝,명사,매해 초에 신문사에서 주로 신인 작가를 발굴할 목적으로 벌이는 문학 대회.,annual spring literary contest
신출귀몰,신출귀몰,神出鬼沒,명사,(비유적으로) 귀신이 나타났다가 사라지는 것처럼 그 움직임을 알 수 없게 자기 마음대로 나타나고 사라짐.,preternatural swiftness; sudden appearance and disappearance
신출내기,신출래기,新出내기,명사,어떤 분야의 일을 처음 맡아서 아직 일이 서투른 사람.,newcomer
신토불이,신토부리,身土不二,명사,자기가 사는 땅에서 난 농산물이라야 체질에 잘 맞음.,belief that domestic farm products are the best
신통력,신통녁,神通力,명사,보통 사람한테는 없는 신기하고 이상한 힘.,supernatural power; occult power
신트림,신트림,,명사,먹은 음식이 잘 소화되지 않아 시큼한 냄새나 물과 함께 목구멍으로 넘어오는 가스.,acrid eructation
신파,신파,新派,명사,지금까지와는 다른 생각이나 방식을 따르는 새로운 무리.,new school; new breed
신파극,신파극,新派劇,명사,"시대의 풍속, 사랑, 슬픈 이야기 등을 내용으로 하는 대중적인 연극.",sinpageuk
신판,신판,新版,명사,책의 내용이나 형식을 새롭게 한 판. 또는 그렇게 만든 책.,new edition; updated version
신품,신품,新品,명사,새로운 물건.,new product
신학,신학,神學,명사,신과 인간 세계의 관계 또는 종교의 교리와 신앙생활의 윤리 등을 연구하는 학문.,theology
신학문,신항문,新學問,명사,개화기에 서양에서 우리나라에 들어온 새 학문.,new learning; modern sciences
신학자,신학짜,神學者,명사,종교의 진리를 연구하는 사람.,theologian; theologist
신호기,신ː호기,信號機,명사,"도로에서 문자, 기호, 불빛 등으로 진행, 정지, 방향 전환, 주의 등의 신호를 나타내는 장치.",signal
신호음,신ː호음,信號音,명사,정보를 전달하거나 지시를 하기 위하여 내는 소리.,dial tone; beeping
신호탄,신ː호탄,信號彈,명사,"군대에서, 정보를 전달하거나 지시를 하기 위해서 쏘는 탄환.",flare
신흥,신흥,新興,명사,어떤 사회적 현상이나 사실이 새로 일어남.,newly rising; up-and-coming
실각,실각,失脚,명사,발을 헛디딤.,slip of the foot
실거래,실거래,實去來,명사,실제로 사고팖.,real transaction; actual trade
실격,실껵,失格,명사,기준에 맞지 않거나 규칙을 어겨서 자격을 잃음.,disqualification
실과,실과,實果,명사,"사과, 배, 포도, 밤 등과 같이 나뭇가지나 줄기에 열리는 먹을 수 있는 열매.",fruit
실권,실꿘,實權,명사,실제로 누릴 수 있는 권리나 권력.,real power; actual power
실권자,실꿘자,實權者,명사,실제로 권리나 권력을 가지고 있는 사람.,person in authority
실기,실기,實技,명사,이론이 아닌 실제로 하는 기능이나 기술.,practical skill
실낱,실ː랃,,명사,실의 가닥.,strand; ply; single thread
실낱같이,실ː랃까치,,부사,아주 가늘게.,like a fine thread
실내악단,실래악딴,室內樂團,명사,실내악을 연주하기 위해 두 명에서 열 명 정도로 이루어진 단체.,chamber orchestra
실내조명,실래조명,室內照明,명사,태양 광선이나 전등 등으로 방 안을 밝게 비추는 것. 또는 그런 시설.,room lighting; indoor illumination
실내화,실래화,室內靴,명사,방이나 건물 안에서 신는 신발.,slippers; house shoes
실눈,실ː룬,,명사,가늘고 작은 눈. 또는 가늘게 뜬 눈.,narrow eyes
실뜨기,실ː뜨기,,명사,실의 두 끝을 묶어서 양쪽 손가락에 얽어 두 사람이 주고받으며 여러 가지 모양을 만드는 놀이.,cat´s-cradle
실랑이,실랑이,,명사,옳고 그른 것을 따지며 남을 못살게 굴거나 괴롭히는 일.,bothering; nagging
실력자,실력짜,實力者,명사,"실제로 권력이나 힘, 능력을 가진 사람.",influential person; powerful person
실력파,실력파,實力派,명사,실력을 갖춘 사람.,talented person
실로,실로,實로,부사,진짜로.,really; truly; in truth
실로폰,,xylophone,명사,대 위에 길이와 두께가 다른 나무토막을 음계 순서로 놓고 두 개의 채로 때리거나 비벼서 소리를 내는 악기.,xylophone
실루엣,,silhouette,명사,"세밀한 모습이 드러나지 않은, 전체적인 윤곽.",silhouette
실룩,실룩,,부사,근육의 한 부분이 한쪽으로 비뚤어지게 움직이는 모양.,with twitching
실룩샐룩,실룩쌜룩,,부사,근육의 한 부분이 한쪽으로 비뚤어졌다 다른 쪽으로 비뚤어졌다 하며 움직이는 모양.,twitch twitch
실룩실룩,실룩씰룩,,부사,근육의 한 부분이 자꾸 한쪽으로 비뚤어지게 움직이는 모양.,with repeated twitching
실리,실리,實利,명사,실제로 얻는 이익.,actual profit; material gain; benefit
실리적,실리적,實利的,명사,실제로 이익을 얻는 것.,obtaining actual profit
실리콘,,silicon,명사,생물의 결합 조직이나 뼈를 이루는 비금속 원소.,silicon
실망감,실망감,失望感,명사,기대하던 대로 되지 않아 희망을 잃거나 마음이 몹시 상한 느낌.,feeling of disappointment
실명제,실명제,實名制,명사,"물건이나 서비스를 생산한 사람이나 판매한 사람, 사용하는 사람 등의 실제 이름을 밝히는 제도.",real-name notice system
실무자,실무자,實務者,명사,실제로 일을 맡아 처리하는 사람.,staff in charge; hands-on worker
실무적,실무적,實務的,명사,실제로 하는 업무나 사무와 관계되는 것.,working-level ; being operational
실밥,실ː빱,,명사,옷을 뜯을 때 나오는 실의 부스러기.,seam; bits of thread
실뱀,실ː뱀,,명사,몸이 실같이 가는 뱀.,small stringy snake
실비,실비,實費,명사,어떤 일에 실제로 드는 돈.,actual expense; real cost
실사,실싸,實査,명사,실제의 상황이나 상태 등을 조사하거나 검사함.,actual inspection; survey on-the-spot
실생활,실쌩활,實生活,명사,이론이나 상상이 아닌 실제의 생활.,real life
실선,실썬,實線,명사,끊어진 곳이 없이 계속 이어져 있는 선.,solid line
실성,실썽,失性,명사,정신에 이상이 생겨 원래 가지고 있는 건강하고 온전한 정신을 잃음.,madness; insanity
실세,실쎄,實勢,명사,실제의 권력이나 힘. 또는 그런 권력이나 힘을 가진 사람.,real authority; real power; influential figure; powerhouse
실소,실쏘,失笑,명사,어처구니가 없어 자기도 모르게 웃음이 툭 터져 나옴. 또는 그 웃음.,sudden uncontrollable laughter
